sample_id,timestamp,latitude,longitude,x_meters,y_meters,temperature_celsius
181,2025-10-06T12:21:33.504107,33.430790716637645,-111.92833309928245,45.189581,40.453906,33.059
182,2025-10-06T12:21:35.504161,33.43076800098991,-111.92833391056365,45.114142,37.934321,30.553
183,2025-10-06T12:21:37.004600,33.430748156375515,-111.9283338064919,45.124319,35.757154,27.915
184,2025-10-06T12:21:38.504440,33.43072767343594,-111.92833398335847,45.107377,33.467446,26.099
185,2025-10-06T12:21:40.004293,33.43070678068814,-111.92833403100217,45.102861,31.124995,24.363
186,2025-10-06T12:21:41.504410,33.43068565265582,-111.92833414660876,45.092100,28.755992,23.113
187,2025-10-06T12:21:43.004129,33.43066388559095,-111.92833423438935,45.084155,26.405094,22.537
188,2025-10-06T12:21:44.504659,33.4306425799515,-111.92833433315559,45.074882,24.016440,22.611
189,2025-10-06T12:21:46.004377,33.43062124563278,-111.92833442667121,45.066099,21.624539,22.500
190,2025-10-06T12:21:47.504320,33.43059937863688,-111.92833452476263,45.057107,19.230992,22.625
191,2025-10-06T12:21:49.004225,33.430578023546474,-111.92833461970143,45.048194,16.836778,22.841
192,2025-10-06T12:21:50.504044,33.43055666484572,-111.92833471499281,45.039366,14.474087,23.304
193,2025-10-06T12:21:52.004151,33.430534786238255,-111.9283348124734,45.030431,12.079277,23.186
194,2025-10-06T12:21:53.504488,33.43051342516803,-111.92833490769347,45.021491,9.684395,22.912
195,2025-10-06T12:21:55.004262,33.43049206361657,-111.92833500290016,45.012552,7.289459,23.240
196,2025-10-06T12:21:56.504331,33.430470738693714,-111.92833509812597,45.003934,4.985056,23.432
197,2025-10-06T12:21:58.504244,33.43045039382267,-111.92833515457008,44.998702,2.701398,22.968
198,2025-10-06T12:22:00.504304,33.43043232776241,-111.92832512377346,45.955073,0.689919,23.175
199,2025-10-06T12:22:02.504108,33.430429037054914,-111.92830376357476,47.928369,0.335117,23.583
200,2025-10-06T12:22:05.004109,33.43042894710686,-111.9282787182014,50.262485,0.335792,23.125
201,2025-10-06T12:22:07.504427,33.4304509502911,-111.92827381467376,50.702509,2.777450,23.433
202,2025-10-06T12:22:09.504017,33.43047511842216,-111.92827369944685,50.713093,5.488840,23.601
203,2025-10-06T12:22:11.004044,33.43049549582762,-111.92827446543649,50.643030,7.696302,23.337
204,2025-10-06T12:22:12.504463,33.430516162908525,-111.9282748235664,50.609248,10.013342,23.747
205,2025-10-06T12:22:14.004733,33.430537228743695,-111.92827534638845,50.560222,12.369027,23.353
206,2025-10-06T12:22:15.504659,33.43055887861694,-111.92827582726532,50.515988,14.745172,23.703
207,2025-10-06T12:22:17.004213,33.43058015415512,-111.92827631872949,50.470389,17.098670,23.475
208,2025-10-06T12:22:18.504383,33.43060152835587,-111.92827680611691,50.424683,19.488594,23.613
209,2025-10-06T12:22:20.004324,33.43062332741358,-111.92827730514477,50.378748,21.880998,23.814
210,2025-10-06T12:22:21.504147,33.43064467564294,-111.92827779332919,50.332844,24.274442,24.386
211,2025-10-06T12:22:23.004014,33.430666086434705,-111.92827828306113,50.286918,26.668450,24.717
212,2025-10-06T12:22:24.504381,33.43068790286895,-111.9282787820673,50.241599,29.030833,25.704
213,2025-10-06T12:22:26.004458,33.43070925979206,-111.92827927055065,50.195667,31.425249,28.021
214,2025-10-06T12:22:27.504395,33.43073067492421,-111.92827976037574,50.149733,33.819738,30.444
215,2025-10-06T12:22:29.004071,33.430752493355314,-111.92828025941918,50.103798,36.214263,33.596
216,2025-10-06T12:22:30.504394,33.43077368893182,-111.92828074408396,50.058249,38.589357,35.637
217,2025-10-06T12:22:32.504322,33.430795187284964,-111.92828123593222,50.012678,40.965292,36.608
218,2025-10-06T12:22:35.004403,33.43081227160386,-111.92827130650969,50.943613,42.846316,38.354
219,2025-10-06T12:22:37.504329,33.43080825254373,-111.92824816928798,53.088202,42.399001,39.249
220,2025-10-06T12:22:40.004037,33.43079893481925,-111.92822687590014,55.070262,41.361697,39.797
221,2025-10-06T12:22:42.004531,33.430778701009544,-111.92822677456525,55.077529,39.089986,40.146
222,2025-10-06T12:22:43.504135,33.43075980638908,-111.92822611748392,55.139129,37.019654,38.477
223,2025-10-06T12:22:45.004334,33.43073988167562,-111.92822644033849,55.109073,34.815422,37.186
224,2025-10-06T12:22:46.504209,33.430719221904845,-111.92822644955106,55.108205,32.498912,33.999
225,2025-10-06T12:22:48.004330,33.43069770521221,-111.92822657037759,55.097037,30.143589,30.902
226,2025-10-06T12:22:49.504175,33.43067651304701,-111.9282266571705,55.088887,27.767615,27.914
227,2025-10-06T12:22:51.003981,33.43065523401236,-111.9282267534037,55.079835,25.381852,26.939
228,2025-10-06T12:22:52.504114,33.43063339751408,-111.9282268503527,55.071078,23.023499,25.972
229,2025-10-06T12:22:54.004400,33.43061205531021,-111.92822694517764,55.062179,20.630738,25.443
230,2025-10-06T12:22:55.504139,33.430590703207216,-111.92822704024702,55.053256,18.236857,24.500
231,2025-10-06T12:22:57.004538,33.43056882834273,-111.92822713745473,55.044348,15.842453,24.451
232,2025-10-06T12:22:58.504427,33.430547468669815,-111.92822723248115,55.035548,13.479658,24.460
233,2025-10-06T12:23:00.004145,33.43052610793646,-111.92822732745495,55.026633,11.084813,25.061
234,2025-10-06T12:23:01.504154,33.43050422844417,-111.92822742476484,55.017716,8.689906,23.593
235,2025-10-06T12:23:03.004243,33.43048286685868,-111.9282275197594,55.008800,6.294971,24.530
236,2025-10-06T12:23:04.504199,33.430463639317665,-111.92822760524732,55.000803,4.146213,24.406
237,2025-10-06T12:23:06.504298,33.43044349187024,-111.92822676257248,55.077216,1.949864,24.380
238,2025-10-06T12:23:08.504429,33.430430500782904,-111.92821012323786,56.639312,0.497524,24.563
239,2025-10-06T12:23:11.004118,33.43042726060714,-111.9281855713934,58.914008,0.139412,24.726
240,2025-10-06T12:23:13.504699,33.430437593857874,-111.92816416395804,60.901706,1.294049,24.799
241,2025-10-06T12:23:15.504254,33.43045870112896,-111.92816607401589,60.723306,3.622051,25.360
242,2025-10-06T12:23:17.004245,33.43047749007692,-111.92816586917391,60.742097,5.723078,25.209
243,2025-10-06T12:23:18.504442,33.430497555022235,-111.928166617628,60.672244,7.973698,25.611
244,2025-10-06T12:23:20.004297,33.43051872231803,-111.92816701921828,60.635887,10.266048,25.216
245,2025-10-06T12:23:21.504260,33.4305398192668,-111.92816756737051,60.584500,12.624845,26.305
246,2025-10-06T12:23:23.004245,33.43056102583038,-111.92816806233775,60.537941,15.002460,25.412
247,2025-10-06T12:23:24.504886,33.43058276608859,-111.9281685908675,60.489283,17.388439,26.092
248,2025-10-06T12:23:26.004547,33.43060414377835,-111.92816910321979,60.441875,19.746862,26.652
249,2025-10-06T12:23:27.504312,33.43062548389194,-111.92816961725822,60.393539,22.139393,27.621
250,2025-10-06T12:23:29.004281,33.430647292774985,-111.92817014172704,60.345263,24.532870,28.690
251,2025-10-06T12:23:30.504385,33.43066870364116,-111.92817065688152,60.296952,26.926881,31.494
252,2025-10-06T12:23:32.004498,33.43069005932869,-111.92817117063623,60.248641,29.321160,34.885
253,2025-10-06T12:23:33.504291,33.43071187644006,-111.92817169550699,60.200972,31.683615,37.285
254,2025-10-06T12:23:35.004350,33.430733291217784,-111.92817221069755,60.152657,34.078064,39.915
255,2025-10-06T12:23:36.504200,33.430754648700926,-111.92817272450858,60.104342,36.472543,41.367
256,2025-10-06T12:23:38.004263,33.430775697768716,-111.9281732307362,60.056808,38.829049,41.722
257,2025-10-06T12:23:40.004084,33.43079669562805,-111.92817373129921,60.011117,41.113398,42.624
258,2025-10-06T12:23:42.504147,33.43081255293971,-111.9281628128165,61.044706,42.878107,42.459
259,2025-10-06T12:23:45.004603,33.430808197948934,-111.92813983266541,63.172818,42.391481,42.542
260,2025-10-06T12:23:47.504466,33.43079776334167,-111.9281187792638,65.116301,41.251390,42.472
261,2025-10-06T12:23:49.504432,33.43077710369996,-111.92811924311152,65.078602,38.938830,43.144
262,2025-10-06T12:23:51.004074,33.43075850202891,-111.92811856636521,65.141538,36.851744,42.487
263,2025-10-06T12:23:52.504484,33.43073801182388,-111.92811891571155,65.109051,34.608083,42.421
264,2025-10-06T12:23:54.004469,33.430717308305645,-111.92811891223421,65.109403,32.317930,41.526
265,2025-10-06T12:23:55.504252,33.43069628157255,-111.92811903889414,65.097538,29.960475,38.869
266,2025-10-06T12:23:57.004306,33.43067456519993,-111.92811912642824,65.089544,27.583392,36.228
267,2025-10-06T12:23:58.504393,33.43065328120633,-111.9281192255182,65.080251,25.197155,32.116
268,2025-10-06T12:24:00.004501,33.43063195948514,-111.92811932082377,65.071312,22.806652,30.238
269,2025-10-06T12:24:01.504255,33.43061009834489,-111.92811941949773,65.062390,20.445651,29.327
270,2025-10-06T12:24:03.004212,33.43058874570309,-111.92811951573219,65.053359,18.051718,28.231
271,2025-10-06T12:24:04.504080,33.430567388625605,-111.92811961195905,65.044329,15.657281,27.472
272,2025-10-06T12:24:06.004580,33.430545510658526,-111.92811971058661,65.035294,13.262540,26.208
273,2025-10-06T12:24:07.504272,33.43052414987241,-111.92811980684634,65.026381,10.899622,25.820
274,2025-10-06T12:24:09.004267,33.43050278854113,-111.92811990312907,65.017346,8.504710,25.570
275,2025-10-06T12:24:10.504377,33.43048137141035,-111.92811999966494,65.008312,6.110115,25.814
276,2025-10-06T12:24:12.004099,33.430462188614705,-111.92812008602336,65.000398,4.009560,26.030
277,2025-10-06T12:24:14.004906,33.430442532937846,-111.92811897288124,65.105200,1.829312,25.074
278,2025-10-06T12:24:16.004082,33.43043037019854,-111.92810128399059,66.740753,0.486005,25.032
279,2025-10-06T12:24:18.504227,33.43042718868876,-111.92807721111843,69.003585,0.130110,25.838
280,2025-10-06T12:24:21.004139,33.430438762336514,-111.92805681150561,70.884998,1.403820,25.611
281,2025-10-06T12:24:23.004220,33.43045985983406,-111.92805874127406,70.705946,3.766626,25.281
282,2025-10-06T12:24:24.504119,33.430478704762216,-111.92805860929231,70.716623,5.881395,25.490
283,2025-10-06T12:24:26.004330,33.43049932103656,-111.92805932985503,70.650743,8.139049,26.005
284,2025-10-06T12:24:27.504379,33.430520072358384,-111.92805971782693,70.614733,10.434617,26.127
